Judul Berita,Isi Berita,Kategori
"Bagnaia Puas dengan Motor Baru Ducati, tapi Bisa Lebih Oke Lagi","Jakarta - Francesco Bagnaia mengaku puas dengan motor baru Ducati. Pecco menegaskan bahwa Desmosedici GP24 masih bisa lebih baik lagi.Dalam tes pascamusim MotoGP 2023, Bagnaia belum menuai hasil maksimal. Juara dunia MotoGP 2023 itu menempati posisi ke-11.Bagnaia mencatatkan waktu terbaik satu menit 29,970 detik. Dia melahap sebanyak 51 putaran dalam tes di Sirkuit Ricardo Tormo, Valencia, Spanyol.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Baca juga: Tes MotoGP Valencia 2023: Vinales Tercepat, Marc Marquez KeempatCatatan waktu Bagnaia itu masih berjarak 0,717 dari Maverick Vinales yang menjadi rider tercepat. Pebalap Aprilia itu membukukan waktu satu menit 29,253 detik.""Rasanya bagus dan mesin baru bekerja dengan baik. Jelas, ada area yang harus ditingkatkan tapi saat ini saya senang,"" kata Bagnaia di Crash.""Saya merasa luar biasa dan di beberapa area saya sudah merasa lebih baik dibandingkan tahun lalu. Masih ada ruang besar untuk lebih baik lagi,"" kata dia menambahkan.Baca juga: Daftar Lengkap 22 Rider MotoGP 2024Bagnaia dan Ducati masih mempunyai waktu untuk meningkatkan performa Desmosedici GP24. Race MotoGP 2024 baru akan dimulai pada Maret 2024, seri MotoGP Qatar yang akan menjadi balapan pembukanya.Pada MotoGP 2023, Bagnaia cukup dominan bersama Ducati. Dia memetik kemenangan di balapan utama MotoGP sebanyak tujuh kali hingga mampu mempertahankan gelar juara dunia bersama Ducati.Baca juga: Honda Tak Kaget Marc Marquez Melesat dengan Motor Ducati Simak Video ""Klasemen MotoGP 2023: Jorge Martin Pepet Bagnaia""
[Gambas:Video 20detik]
(cas/mrp)


francesco bagnaia ducati ducati desmosedici gp24 motogp motogp 2024",Olahraga
Richard Gautama: Pengusaha yang Dukung Binaraga RI ke Kancah Global,"Jakarta - Dikenal sebagai pengusaha sukses di balik ANS Performance Indonesia, EVL (Evlution Nutrition Indonesia), dan Rival Nutrition Indonesia, Richard Gautama terus menunjukkan prestasinya sebagai CEO di bidang distribusi suplemen kebugaran asal Amerika Serikat di Indonesia.Selain mencapai kesuksesan yang mengagumkan di ranah bisnis, Richard juga memainkan peran penting dalam mengawal perkembangan dunia binaraga di Indonesia. Ia berkomitmen tinggi untuk memajukan atlet-atlet bodybuilder Indonesia dan mendorong prestasi luar biasa di kancah dunia.Kerap dibagikan di akun instagramnya @richardgo91, terlihat dedikasi Richard untuk memajukan atlet bodybuilder Indonesia ke kancah internasional. Ia terus menginspirasi atlet-atlet dengan memberikan kesempatan dan sumber daya yang dibutuhkan untuk berkompetisi di banyak pertandingan.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Beberapa atlet yang didukung juga berhasil memberikan prestasi-prestasi yang gemilang seperti Isai Kesek, yang baru-baru ini meraih gelar juara di Moe's Muscles Pro Men's Physique dan memastikan tempatnya di Mr. Olympia 2024.Bukan hanya itu, Fanni Fu'adi juga berhasil meraih kemenangan di kategori Classic Physique, dan juga lolos ke ajang Mr. Olympia 2024. Keberhasilan luar biasa ini merupakan bukti nyata dari dedikasi dan kerja keras yang telah dilakukan dalam persiapannya.[Gambas:Instagram]Tidak kalah dengan atlet pria, Novia Wijayanti dan Monica Sinatra mengikuti event IFBB Asia Grand Prix di Manila dan mengharumkan Tanah Air dengan keberhasilan mereka memenangkan overall di NPC Regional dan Pro Qualifier sehingga mendapatkan Pro card dan berhasil meraih gelar sebagai IFBB Pro. Setelah keduanya menjuarai overall di Pro Qualifier, Novia meraih title IFBB Pro di kelas bikini dan Monica meraih IFBB Pro dikelas wellness.""Prestasi yang diraih oleh Isai Kesek, Fanni Fu'adi, Novia Wijayanti dan Monica Sinatra adalah bukti nyata dari kemampuan dan potensi luar biasa atlet-atlet Indonesia. Kami sangat bangga dengan prestasi mereka,"" kata Richard, dalam keterangan tertulis, Rabu (29/11/2023).""Prestasi-prestasi ini tentu bukan hanya menjadi kebanggaan bagi mereka saja, tetapi juga menjadi inspirasi bagi generasi muda Indonesia untuk bermimpi dan meraih prestasi setinggi langit di panggung dunia."" kata sambungnya.Richard juga percaya bahwa potensi atlet-atlet Indonesia tidak terbatas, sehingga ia akan terus berkomitmen untuk mendukung para atlet Indonesia mencapai prestasi tertinggi di panggung dunia.Prestasi-prestasi gemilang para atlet itu juga telah menjadi inspirasi bagi generasi muda Indonesia untuk terlibat dalam gaya hidup sehat dan bugar. Lonjakan minat masyarakat terhadap olahraga ini juga terlihat dengan semakin banyaknya pusat kebugaran, kompetisi lokal, dan pertumbuhan komunitas binaraga di seluruh negeri.Sebagai distributor resmi suplemen fitness ternama, Richard Gautama juga berupaya untuk terus mengembangkan dan memajukan industri suplemen fitness di Indonesia dengan menyediakan produk berkualitas tinggi dan dukungan penuh untuk para atlet, serta bertujuan untuk menjadi pilihan utama bagi para pecinta fitness di Tanah Air. (Content Promotion/Richard Gautama)


content promotion",Olahraga
"Transaksi 500 Gram Sabu di Depan Masjid di Jakut, Kurir Narkoba Ditangkap","Jakarta - Polisi menangkap pria berinisial UAM, kurir narkoba di wilayah Tanjung Priok, Jakarta Utara. Pelaku ditangkap saat hendak melakukan transaksi di depan sebuah masjid.""Pengungkapan ini berawal dari adanya informasi transaksi dan penyalahgunaan narkoba di depan Masjid Al Husna, Tanjung Priok,"" kata Kapolsek Metro Penjaringan Kompol M Probandono Bobby Danuardi kepada wartawan, Senin (4/12/2023).Pihak kepolisian langsung menuju lokasi setelah mendapatkan informasi tersebut dan berhasil membekuk pelaku. Saat itu didapati sabu seberat 102,35 gram dari kantong celananya.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Pihak kepolisian lalu mengembangkan dan menyita barang bukti sabu lainnya, yang masing-masing seberat 198,40 gram, 101,14 gram, 101,16 gram, dan 52,41 gram, di kediaman pelaku.Baca juga: Dinsos Bandung Buka Suara Terkait Keluhan Panti Rehabilitasi Cilacap""Kami temukan barang bukti sabu di kantong celana dan rumah pelaku, jika ditotalkan sabu yang kami sita dari UAM seberat 554,46 gram,"" ujarnya.Saat diinterogasi, pelaku mengaku sudah dua kali menjadi kurir narkoba. Barang haram tersebut didapat dari pelaku lain berinisial MI. Pelaku UAM diimingi upah sebesar Rp 5 juta sebagai kurir narkoba.""UAM telah dua kali mengantar sabu, ia ditawarkan oleh MI untuk pekerjaan ini. Setelah disanggupi kemudian dia ditelepon oleh C (DPO) yang saat ini masih dalam pengejaran kami,"" imbuhnya.Saat ini UAM sudah ditetapkan jadi tersangka dan ditahan. Atas kasus tersebut, dia dijerat dengan Pasal 114 ayat 2 subsider Pasal 112 ayat 2 Undang-Undang RI Nomor 35 Tahun 2009.Baca juga: Viral Keluhan Panti ODGJ Tak Terima Bantuan, Ini Respons Pemprov Jabar
(wnv/mea)


narkoba sabu kurir narkoba jabodetabek",Politik
"Busyro Kritik KPK Masa Kini: Dulu Ori, Sekarang Entah KW ke Berapa","Jakarta - Busyro Muqoddas menyoroti kinerja KPK. Mantan Ketua KPK era 2010-2011 itu mengkritik lembaga antirasuah era saat ini sudah tak lagi original.Hal itu disampaikan Busyro dalam diskusi 'Senja Kala Penguatan Komisi Pemberantasan Korupsi (KPK), di kawasan Jakarta Pusat, Senin (4/12/2023). Awalnya, Busyro menyinggung soal pelemahan KPK.Pertama, kata dia, KPK dilumpuhkan dengan revisi UU KPK. Menurutnya dengan UU yang baru, KPK secara kelembagaan tidak lagi independen.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

""Kemudian yang kedua, belum cukup dengan UU yang membikin KPK lumpuh secara kelembagaan diikuti dengan pemaksaan untuk dilakukan perubahan status pegawai, harus ASN semuanya. Mana ada ASN yang dalam penegakan hukum di bidang korupsi itu bisa independen. Nah, tentu ada tapi berbeda kualitasnya,"" kata Busyro.Baca juga: Wamenkumkam Eddy Lawan Status Tersangka, KPK Siap HadapiKemudian, dia menyinggung tes wawasan kebangsaan. Menurutnya, tes wawasan kebangsaan itu cara licik untuk mendepak internal KPK.""Tes kebangsaan dilakukan tapi ujung-ujungnya adalah bahwa itu sebuah rekayasa atas nama kebangsaan untuk mengusir, memecah dengan cara yang sesungguhnya, cara yang licik. Nah, akhirnya terjadilah pemberhentian secara prosedural tetapi sesungguhnya secara moral itu bertentangan sekali dengan prinsip-prinsip transparansi,"" imbuhnya.Atas tiga hal itu, Busyro menilai KPK tidak bisa diharapkan lagi. Dia pun menganggap KPK era sekarang tidak lagi original.""KPK yang dulu yang original, sekarang KPK ini sudah KPK yang KW, entah KW berapa saya nggak tahu. KPK yang lama itu KPK yang ori, dulu pencegahan dan penindakan itu berbasis kepada pencegatan yang integratif,"" paparnya.""Misalnya satu, OTT operasi tangkap tangan. Saya mengembangkan operasi tangkap tangan itu produktif karena ada laporan dari masyarakat. Mengapa masyarakat lapor? Karena mereka percaya kepada KPK. Mengapa percaya? Karena kerja kerja KPK, OTT misalnya itu selalu hasil OTT itu dikembangkan untuk mencari apakah koruptor itu main di sektor hilir saja, ternyata tidak,"" jelasnya.Baca juga: Desakan dari Mana-mana Agar Firli Mundur dari KPK Usai Jadi Tersangka
(idn/dhn)


busyro muqoddas kpk ott kpk",Politik
Bawaslu DKI Keluhkan Fasilitas Kantor: Ruang Gakkumdu Tidak Ada,"Jakarta - Ketua Badan Pengawas Pemilu (Bawaslu) Provinsi DKI Jakarta Munandar Nugraha mengeluhkan fasilitas kantor di tingkat kota yang disebutnya kurang memadai. Dia mengatakan Kantor Bawaslu di tingkat kota belum memiliki ruang Penegakan Hukum Terpadu (Gakkumdu).""Kendala cuma (fasilitas) kantor, selain di Jakarta Timur,"" kata Munandar kepada Ketua Komisi A DPRD DKI Mujiono, Senin (4/12/2023).Baca juga: Bawaslu DKI Dalami Kegiatan Gibran Bagi-Bagi Susu di CFDMunandar mengemukakan salah satu yang dibutuhkan di kantor Bawaslu tingkat kota, yakni ruang Penegakan Hukum Terpadu (Gakkumdu).


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

""Kalau yang di Jakarta Timur, sudah. Sisanya masih terhambat karena kami masih butuh ruang Gakkumdu itu tidak ada,"" kata Munandar.Selain ruang Gakkumdu, Bawaslu tingkat wilayah DKI Jakarta disebut juga tidak memiliki ruang sidang. Munandar mengatakan, Bawaslu di tingkat kota selama ini memanfaatkan ruang lain, sehingga menjadi multifungsi.""Jadi multifungsi. Misalnya, ruang Gakkumdu tapi kami buat rapat dengan panwas dan sebagainya,"" tuturnya.Baca juga: Dinkes DKI Siap Fasilitasi Pemeriksaan Kesehatan KPPS Pemilu 2024Dia mengaku selama ini hanya mendapat anggaran dari APBN sebesar Rp 5 juta per bulan untuk menyewa tempat.""Anggaran yang didapat dari APBN cuma Rp 5 juta untuk sewa. Itu untuk satu bulan,"" ujarnya.""Sewa ruang Gakkumdu untuk tingkat kota itu ada anggaran untuk sewa ruang Gakkumdu. Cuma memang selama ini kami tidak pernah bisa serap karena angkanya segitu tidak dapat (sewa gedung) di Jakarta,"" lanjutnya.Ditemui seusai rapat, Munandar mengatakan akan bersurat kepada DPRD DKI agar dapat ditindaklanjuti.""Nanti kemungkinan kami akan bersurat lagi ke DPRD. Tadi beliau (Mujiyono) minta agar bersurat agar ditindaklanjuti,"" ucapnya.
(bel/idn)


bawaslu dki pemilu 2024 pilpres 2024 



Pantau Pemilu
Cek rekam jejak, visi misi, profil, hingga berita terkini pasangan Capres dan Cawapres favoritmu di Pemilu 2024 sekarang!


Lihat",Politik
SIPRI: Perdagangan Senjata Melesu di Tengah Lonjakan Permintaan,"Jakarta - Ragam konflik dan krisis geopolitik selama ini mendorong perdagangan senjata secara global. Tapi tahun lalu tren ini berbalik arah, meski cuma untuk sementara waktu, menurut laporan terbaru lembaga riset perdamaian, SIPRI, yang menganalisa neraca bisnis milik 100 produsen senjata terbesar di dunia.Berdasarkan laporan tersebut, bisnis senjata global menghasilkan laba total hampir USD 600 miliar pada tahun 2022. Meski relatif besar, pendapatan tersebut menyusut tajam sebesar 3,5 persen dibandingkan tahun 2021. Penurunan ini merupakan yang pertama sejak daftar 100 perusahaan pertahanan teratas SIPRI ditetapkan pada tahun 2015.""Meskipun jumlah pesanan baru mencapai rekor tertinggi bagi banyak perusahaan, pendapatan mereka justru turun, terutama di Amerika Serikat,"" kata Xiao Liang, salah satu penulis laporan SIPRI, dalam wawancara dengan DW.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Melesu karena hambatan produksiMenurut SIPRI, amblasnya laba bisnis senjata antara lain didorong kegagalan AS dan Eropa meningkatkan kapasitas produksi untuk menjawab lonjakan permintaan. Masalah juga dipicu kelangkaan tenaga kerja, kenaikan inflasi, dampak pandemi corona dan maraknya gangguan rantai suplai, yang diperburuk oleh invasi Rusia di Ukraina.Selain itu, sebagian besar senjata yang dikirim ke Ukraina diambil dari gudang persediaan Eropa dan AS. Artinya, pengiriman bantuan militer dalam skala besar ini tidak mencatatkan pemasukan tambahan bagi industri senjata.Alasan lain adalah fokus industri pada teknologi senjata masa depan yang mahal dan memakan waktu, seperti teknologi pesawat terbang, kapal laut atau peluru kendali, kata Liang, pakar SIPRI. Ironisnya, pada tahun 2022, sistem persenjataan ""yang justru paling banyak diminati karena perang di Ukraina adalah kendaraan lapis baja, amunisi dan artileri, yang tidak terlalu mahal,"" imbuhnya.Sebab itu di Eropa, kinerja 26 produsen senjata terbesar mencatatkan pertumbuhan sebesar 0,9 persen dengan total laba sekitar $121 miliar pada tahun 2022.Penyebabnya adalah perang di Ukraina yang mencuatkan permintaan terhadap sistem senjata yang ""cocok untuk perang jarak jauh, seperti senjata artileri dan kendaraan lapis baja."", menurut studi SIPRI.Alhasil, produsen senjata di Eropa mampu meningkatkan laba. Laporan SIPRI mengutip perusahaan Polandia, PGZ, yang meningkatkan pendapatan sebesar 14 persen berkat ""program modernisasi militer yang dijalankan secara nasional.""Drone Turki kian diminatiTimur Tengah mengalami peningkatan penjualan senjata paling pesat di dunia pada tahun 2022. Menurut temuan SIPRI, produsen senjata di kawasan ini mencatatkan laba besar karena mampu ""meningkatkan produksi lebih cepat sebagai respons terhadap meningkatnya permintaan.""Hal ini terutama berlaku untuk empat perusahaan Turki, dengan total pendapatan sebesar $5,5 miliar atau 22 persen lebih tinggi dibandingkan tahun 2021. Dalam laporannya, SIPRI menyoroti perusahaan Turki Baykar yang kian dikenal lewat drone-nya.Pesawat tempur nirawak buatan Turki dikabarkan ramai digunakan dalam perang di Ukraina, Nagorno-Karabakh hingga perang saudara di Etiopia. Tahun lalu, Baykar untuk pertama kalinya masuk ke peringkat 100 besar setelah mencatatkan lonjakan laba sebesar 94 persen.""Saya pikir ada dua pelajaran besar yang dapat dipetik di seluruh dunia, terutama dari perang di Ukraina,"" kata pakar militer Jerman Markus Bayer dari Pusat Studi Konflik Internasional BICC di Bonn.""Pelajaran pertama adalah bahwa drone dan sistem otomatis telah menjadi sangat penting dan semakin menentukan di masa depan. Yang kedua adalah sumber daya, karena perang konvensional antarnegara menghabiskan sumber daya yang sangat besar.""rzn/hp
(ita/ita)


dw news dw sipri",Politik
Berkunjung ke Kampung Adat Raja Prailiu,"Sumba Timur - Jika ingin belajar soal budaya Sumba Timur, rasanya wajib berkunjung ke Kampung Raja Prailiu. Soalnya kampung ini tetap melestarikan budaya dan kearifan lokal.",Politik
India International 2023: Dejan/Gloria Juara!,"Jakarta - Dejan Ferdinansyah/Gloria Emanuelle Widjaja juara di Syed Modi India International 2023. Mereka memenangi duel sengit tiga gim melawan Yuki Kaneko/Misaki Matsutomo.Dalam pertandingan final di BBD U.P Badminton Academy, Lucknow, India, Minggu (3/12) sore WIB, Dejan/Gloria melewati duel panjang nan melelahkan sepanjang tiga gim. Setelah bertarung selama 95 menit, Dejan/Gloria akhirnya menang 20-22, 21-19, 25-23.Dejan/Gloria mengawali gim pertama dengan baik. Mereka sempat unggul 4-1 sebelum dikejar dan balik tertinggal 5-7.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Pertandingan berjalan ketat. Sampai interval, selisih poin kedua pasangan tidak pernah lebih dari dua poin. Dejan/Gloria tertinggal tipis 10-11 saat interval.Baca juga: Tekad Anthony Ginting Tutup Akhir Tahun dengan ManisDejan/Gloria makin tertinggal usai interval. Kaneko/Matsutomo meraih empat poin beruntun untuk unggul 15-10.Terus mengejar, Dejan/Gloria akhirnya menyamakan skor di kedudukan 18-18. Sempat adu setting, Dejan/Gloria akhirnya kehilangan gim pertama 20-22 usai Gloria gagal mengangkat bola di depan net.Dejan/Gloria keteteran di awal gim kedua. Mereka kesulitan meredam Kaneko/Matsutomo dan tertinggal jauh 4-11 saat interval.Usai interval, Dejan/Gloria bangkit dan mengejar hingga menyamakan kedudukan 16-16. Diwarnai reli-reli panjang dan seru, Dejan/Gloria akhirnya merebut gim kedua 21-19 untuk memaksakan rubber.Baca juga: Pelatih Pede Jonatan dan Ginting Juara WTF, Kenapa?Gim ketiga berjalan cukup ketat di awal. Dejan/Gloria unggul tipi 11-9 saat interval. Selepas interval, mereka bisa melebarkan jarak dan unggul 15-9.Dejan/Gloria berada di atas angin dengan unggul 19-16. Mereka mencapai match point di kedudukan 20-18 usai smes Matsutomo gagal menyeberangi net.Namun, Kaneko/Matsutomo bisa menyelamatkan diri dan memaksakan adu setting. Ketat selama adu setting, Dejan/Gloria akhirnya menang 25-23 setelah pukulan Kaneko menyangkut di net.Baca juga: Bagaimana Nasib Kevin/Marcus Tahun Depan? Simak Video ""Banjir Error, Dejan/Gloria Tumbang di Babak Awal Indonesia Open 2023""
[Gambas:Video 20detik]
(nds/cas)


dejan ferdinansyah gloria emanuelle widjaja dejan ferdinansyah/gloria emanuelle widjaja syed modi india international 2023",Olahraga
BRAVE CF Mau Ikut Bangkitkan MMA Indonesia,"Jakarta - BRAVE Combat Federation 76 (BRAVE CF 76) sukses digelar di Jakarta. Itu jadi salah satu ajang untuk menjaring bibit para petarung di Tanah Air.BRAVE CF 76 berlangsung pada 25 November kemarin di Balai Sarbini, Jakarta. Principal KHK Holdings, selaku pemegang brand BRAVE CF, Rika Aryuna menjelaskan bahwa kompetisi tersebut menampilkan 11 pertandingan, 22 petarung elit, yang mampu menarik perhatian penggemar MMA di Indonesia dan negara Asia Tenggara.Pertarungan utama malam itu menampilkan Kamil Magomedov, salah satu petarung lightweight dunia, menghadapi Josh Togo dari Australia. Magomedov mampu mengukur pergerakan Togo di ronde pertama, sebelum menyelesaikan pertarungan dengan kemenangan melalui teknik submission (rear-naked choke) pada ronde kedua di menit pertama.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Tidak kalah menarik, pertarungan utama kedua menyajikan Murad Guseinov yang merupakan Junior World Champion IMMAF 2019, yang berhasil menaklukan David Martinez asal Australia melalui teknik buggy choke pada ronde pertama.Pertarungan sengit lainnya antara Randi Febian dan Dewantoro Wibowo, juga menjadi salah satu pertarungan paling seru dalam sejarah BRAVE CF. Randi hampir mematahkan lengan lawannya, sebelum Dewantoro melancarkan serangan yang berujung pada penghentian pertarungan sementara. Foto: dok BRAVE CFKetika pertarungan dilanjutkan, Randi hampir saja menang dengan teknik armbar, namun Dewantoro menolak menyerah dan berhasil melanjutkan hingga ronde kedua. Namun, Randi mengejutkan semua orang dengan pukulan hook kiri yang hebat, menumbangkan Dewantoro dan mengakhiri pertarungan dengan serangan bertubi-tubi.Windri Patilima, juara kelas welter kompetisi MMA nasional yang berasal dari Bali MMA Camp, berhasil menaklukan fighter asal Filipina, John Manahan juga melalui rear neck choke di ronde pertama.Rizal Zulmi asalh BKT Fight Club Jakart hampir mencetak rekor KO tercepat dalam sejarah BRAVE CF. Ia hanya membutuhkan waktu 15 detik untuk mengalahkan Weerasak Phormsakha, menjadi momen paling mengejutkan malam itu. Kedua petarung asal Indonesia ini menunjukkan semangat juang tinggi demi mengharumkan nama Indonesia.Selain itu, Jefri Arianto asal Indonesia juga melakukan debutnya di BRAVE CF dengan menghadapi Mojtaba Nasiri dari Iran di kelas bantam.Setelah sukses besar di Jakarta, BRAVE CF akan melanjutkan tur globalnya dengan menyelenggarakan BRAVE CF 77 di Bahrain pada 5 Desember, diikuti dengan BRAVE CF 78 di Brazil.Rika menambahkan bahwa secara dramatis, perlahan Indonesia mampu menunjukkan kapasitasnya sebagai negara penggemar dan penyelenggara kompetisi MMA berskala internasional.""Kami menggandeng tim dari BRAVE International yang berisikan ahli di bidangnya, dan menggandeng mitra nasional seperti CUBICreative dan KOBI, untuk bersama menyelenggarakan BRAVE CF 76. Tentunya selama persiapan dan eksekusi event, transfer ilmu menjadi warisan atau legacy yang berharga bagi tim pelaksana kita di sini,"" jelas Rika dalam keterangan yang diterima detikSport.Ia juga menjelaskan bahwa dalam beberapa tahun terakhir, Indonesia menjadi sorotan dalam industri MMA, sehingga BRAVE CF berambisi untuk menjadikan Indonesia sebagai pusat MMA di Asia Tenggara, bahkan di benua Asia.""Tunggu saja gebrakan kami berikutnya di 2024!"" tutup Rika. (aff/aff)


brave cf mma",Olahraga
Dinkes DKI Minta KPU Wajibkan Anggota KPPS Pemilu Punya BPJS Kesehatan,"Jakarta - Dinas Kesehatan (Dinkes) DKI Jakarta meminta kepesertaan Badan Penyelenggaraan Jaminan Sosial (BPJS) Kesehatan menjadi syarat pendaftaran anggota Kelompok Penyelenggara Pemungutan Suara (KPPS) Pemilu 2024. Kepala Dinas Kesehatan DKI Jakarta Ani Ruspitawati mengatakan kepesertaan BPJS Kesehatan maupun JKN akan memudahkan setiap anggota KPPS ketika membutuhkan pelayanan kesehatan.""Kami ingin memastikan bahwa seluruh anggota KPPS itu terdaftar menjadi peserta BPJS atau Jaminan Kesehatan Nasional (JKN),"" kata Ani pada wartawan di Gedung DPRD DKI Jakarta, Senin (4/12/2023).""Apabila dalam melaksanakan tugasnya kemudian terjadi sakit atau butuh layanan rumah sakit, butuh layanan Puskesmas, anggota KPPS itu bisa langsung mengakses layanan kesehatan yang ada. Nanti pembiayaan kesehatannya akan dijamin melalui BPJS,"" sambungnya.


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Baca juga: Dinkes DKI Siap Fasilitasi Pemeriksaan Kesehatan KPPS Pemilu 2024Sementara itu, Ani mengatakan pihaknya juga akan memfasilitasi pemeriksaan kesehatan untuk calon anggota KPPS Pemilu 2024. Hal ini dilakukan untuk memastikan setiap anggota KPPS Pemilu 2024 di Jakarta dalam kondisi sehat, terutama saat melaksanakan tugas.""Pada dasarnya sih Pemerintah Provinsi DKI Jakarta bisa memfasilitasi kegiatan medical check up (MCU) itu. Karena memang itu salah satu mekanisme yang cukup penting,"" tuturnya.""Misalnya kayak punya riwayat jantung, riwayat hipertensi atau penyakit lainnya. Jadi supaya lebih ada kewaspadaan,"" sambungnya.Pihakny juga berkaca pada Pemilu 2019. Maka dari itu, menurutnya perlu dilakukan pemeriksaan kesehatan pada anggota KPPS.Ani mengatakan untuk medical check up akan diurus pembiayaannya dari Pemprov DKI. Namun jika ada KPPS yang mengalami sakit dan perlu fasilitas rumah sakit, maka perlu kepesertaan BPJS.""Kami sampaikan ke KPU bahwa semua anggota KPPS terdaftar sebagai peserta BPJS,"" katanya.Baca juga: Pemilu 2024 dan Hal-Hal yang Tak Boleh DiremehkanMeski begitu, Ani mengungkapkan bahwa Dinkes DKI Jakarta memerlukan surat permohonan dari Komisi Pemilihan Umum (KPU), untuk menyediakan fasilitas MCU. Nantinya, surat permohonan itu akan didorong untuk dijadikan Instruksi Sekretaris Daerah (Insekda) DKI Jakarta, yang menjadi dasar pelaksanaan MCU oleh Dinas Kesehatan.""Kami memerlukan surat permintaan untuk melakukan, mengubah dari KPU. Nanti dari surat ini kami akan mendorong menjadi Insekda, sehingga kemudian pembiayaannya bisa kami laksanakan,"" ujarnya.
(bel/idn)


dinkes dki jakarta pemilu 2024 pilpres 2024 jabodetabek kpu 



Pantau Pemilu
Cek rekam jejak, visi misi, profil, hingga berita terkini pasangan Capres dan Cawapres favoritmu di Pemilu 2024 sekarang!


Lihat",Politik
"BMKG: Prakiraan Cuaca Besok 5 Desember 2023 Jakarta, Cek di Sini","Jakarta - Prakiraan cuaca besok sudah diumumkan oleh BMKG. Prakiraan cuaca besok berikut berlaku untuk wilayah Jakarta, Bogor, Depok, Tangerang, dan Bekasi.Sebelum bepergian ke luar rumah, pastikan kamu sudah mengetahui prakiraan cuaca besok. Simak informasi selengkapnya berikut ini.Baca juga: Bagaimana Cuaca Besok? Ini 3 Cara Mudah Cek Prakiraan CuacaBMKG: Prakiraan Cuaca Besok 5 Desember 2023 JakartaPrakiraan cuaca besok di Jakarta mencakupi Jakarta Barat, Jakarta Pusat, Jakarta Selatan, Jakarta Timur, Jakarta Utara, dan Kepulauan Seribu. Menurut situs BMKG, prakiraan cuaca besok di Jakarta adalah:


ADVERTISEMENT
















SCROLL TO CONTINUE WITH CONTENT

Prakiraan Cuaca Besok Pagi - Jakarta Barat: Berawan- Jakarta Pusat: Berawan- Jakarta Selatan: Berawan- Jakarta Timur: Berawan- Jakarta Utara: Berawan- Kepulauan Seribu: Berawan TebalPrakiraan Cuaca Besok Siang - Jakarta Barat: Hujan Ringan- Jakarta Pusat: Berawan- Jakarta Selatan: Hujan Ringan- Jakarta Timur: Berawan- Jakarta Utara: Berawan- Kepulauan Seribu: Cerah BerawanPrakiraan Cuaca Besok Malam - Jakarta Barat: Hujan Ringan- Jakarta Pusat: Berawan- Jakarta Selatan: Hujan Ringan- Jakarta Timur: Hujan Ringan- Jakarta Utara: Berawan- Kepulauan Seribu: BerawanPrakiraan Cuaca Dini Hari Besok- Jakarta Barat: Berawan- Jakarta Pusat: Berawan- Jakarta Selatan: Berawan- Jakarta Timur: Berawan- Jakarta Utara: Hujan Ringan- Kepulauan Seribu: Hujan RinganBaca juga: Perbedaan Cuaca, Musim dan Iklim di Indonesia, Simak PenjelasannyaPerkiraan Cuaca Besok Bogor, Depok, Tangerang, dan BekasiBMKG juga merilis prakiraan cuaca besok Bogor, prakiraan cuaca besok Depok, prakiraan cuaca besok Tangerang, dan prakiraan cuaca besok Bekasi. Simak ulasannya di bawah ini.Perkiraan Cuaca Besok Pagi - Bogor: Cerah Berawan- Depok: Cerah Berawan- Tangerang: Berawan- Bekasi: Cerah BerawanPerkiraan Cuaca Besok Siang - Bogor: Hujan Ringan- Depok: Hujan Ringan- Tangerang: Hujan Ringan- Bekasi: BerawanPerkiraan Cuaca Besok Malam - Bogor: Hujan Ringan- Depok: Hujan Ringan- Tangerang: Hujan Ringan- Bekasi: Hujan RinganPerkiraan Cuaca Dini Hari Besok- Bogor: Berawan- Depok: Berawan- Tangerang: Berawan - Bekasi: BerawanDemikian informasi BMKG terkait prakiraan cuaca besok. Semoga bermanfaat!
(kny/imk)


prakiraan cuaca besok perkiraan cuaca besok bmkg cuaca besok cuaca jabodetabek",Politik
